mass,width,length_cm,wavelength,bounciness,recoil,condensation,distance,target,location_Belgium,location_China,location_France,location_Germany,location_India,location_Italy,location_Japan,location_Russia,location_South Korea,location_United Kingdom,location_United States,surface_bumpy,surface_flat,surface_matte,surface_shiny,surface_spiky
390,160,159,467,36.97,79.4,40.57,39.17,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
714,100,131,609,60.48,54.29,61.63,17.39,widget4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350,118,118,606,62.76,46.64,56.64,16.81,widget4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
280,153,95,392,63.51,43.73,9.56,51.91,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
239,149,178,485,42.19,48.91,29.2,38.68,widget7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
331,154,122,410,48.06,26.05,68.09,42.7,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,139,146,611,59.35,63.87,25.32,38.26,widget7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
391,97,160,613,26.53,54.52,14.85,40.37,widget7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
721,101,146,518,41.5,45.03,32.39,50.85,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
378,110,126,766,82.17,47.52,73.07,27.68,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
491,144,177,351,29.69,57.49,46.82,39.41,widget7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
616,133,69,595,87.1,45.31,34.78,55.74,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
438,184,96,574,62.38,54.29,40.4,44.29,widget3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
434,164,122.567045,625,34.75,62.99,26.33,35,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
371,125,118,582,44.15,52.89,42.18,18.75,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
705,120,134,468,45.5,59.31,35.45,51.37,widget6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
536,170,98,567,50.4,29.33,52.04,41.14,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465,109,126,745,86,45.9,41.75,26.01,widget4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
671,149,99,693,80.64,55.49,36.86,43.34,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
482,119,78,576,67.82,59.13,33.86,48.27,widget3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
431,135,152,648,24.94,60,22.94,48.13,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
523,175,87,587,72.09,24.92,38.04,55.5,widget3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
478,129,111,573,21.87,65.14,64.71,55.73,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
561,209,113,428,66.04,51.42,50.3,25.91,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
434,75,136,699,77.07,42.61,71.42,31.27,widget4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
126,109,181,522,46.51,55.18,48.28,42.08,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
483,101,109,582,45.51,39.24,51.37,36.38,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
312,85,140,643,52.72,26.17,63.7,50.55,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350,115,118,687,58.98,27.86,72.78,15.47,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
424,89,122.567045,488,60.12,35.74,34.24,38.99,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
646,84,122,798,39.85,42.27,50.59,21.48,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
315,94,122.567045,336,54.85,40.37,66.89,14.25,widget5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
571,126,129,653,53.04,62.2,84.28,28.26,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
226,139,106,621,51.12,45.4,65.57,25.16,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
163,127,163,584,27.63,69.86,42.85,48.05,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
474,114,99,473,65.85,55.4,54.31,40.04,widget3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
414,115,148,519,33.06,48.82,49.3,48,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
603,168,105,424,66.81,36.49,49.79,32.52,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
529,153,132,597,56.95,35.66,66.15,31.01,widget2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
432,96,137,709,24.85,47.8,39.1,52.23,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
400,126,124,305,61.98,31.52,85.45,36.95,widget5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
680,131,122.567045,713,58.63,38.07,39.75,50.48,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
313,96,126,448,37.11,44.83,45.68,55.62,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
602,162,108,419,78.99,23.12,53.29,27.26,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
458,81,131,624,72.11,55.04,61.55,20,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
277,145,111,338,59.44,14.68,77.09,15.86,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
450,170,99,706,60.78,32.37,36.09,35.1,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
468,107,147,655,38.7,45.13,43.35,22.29,widget4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
557,136,124,579,57.14,68.47,54.39,34.85,widget4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
653,77,104,594,56.42,49.68,66.58,33.49,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
385,117,131,494,53.15,32.89,44.1,54.01,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,136,143,577,32.39,76.27,37.43,54.05,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
357,178,74,527,44.24,16.36,74.34,27.58,widget5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
425,147,80,597,67.17,56.09,45.9,49.81,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
432,128,130,544,25.86,56.42,35.67,39.54,widget1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
421,154,65,455,74.08,43.17,73.75,41.48,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
615,91,127,509,56.44,53.28,67.34,31.72,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
476,177,91,304,36.33,18.72,72.9,25.22,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
612,100,102,707,53.17,38.05,72.22,12.06,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
190,167,92,526,58.24,18.23,55.69,35.61,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
358,128,91,658,63.96,39.12,55.85,12.47,widget5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
216,143,83,568,62.7,15.57,42.78,25.9,widget5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
520,171,69,696,53.27,50.69,36.74,41.73,widget3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
378,191,110,684,51.29,33.52,77.05,53.41,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
450,144,114,434,42.58,43.46,38.87,47.07,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
528,134,122.567045,461,41.23,56.28,48.18,50.7,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
532,82,123,730,54.24,47.77,61.41,30.12,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
319,139,163,528,35.36,64.95,50.18,55.16,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385,153,63,455,64.18,63.95,21.78,54.22,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
375,193,117,581,80.8,45.61,80.12,44.26,widget2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
603,145,142,606,59.51,42.43,40.13,50.34,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
513,192,119,496,62.39,58.62,62.37,34.07,widget2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
523,187,108,667,50.41,48.96,54.48,41.46,widget2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
476,130,161,617,50.95,51.62,41.69,44.2,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
300,99,172,592,35.97,56.28,44.4,61.36,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
533,165,108,455,59.76,30.89,53.13,27.65,widget2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
528,97,150,628,27.14,52.16,58.33,50.09,widget1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
554,75,146,642,19.69,56.43,28.78,48.56,widget1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
351,145,146,533,58.33,72.52,50.68,54.08,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
485,125,121,577,66.2,56.98,63.01,57.6,widget6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
329,114,139,539,56.05,41.35,29.04,40.92,widget7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
341,143,80,642,40.46,27.52,78.12,10.87,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
106,113,97,307,49.37,15.4,72.69,27.52,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
671,111,119,653,42.82,48.39,59.82,14.64,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
607,151,63,666,66.67,19.98,48.48,50.6,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
489,158,73,690,60.23,70.47,42.75,36.53,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
303,158,76,513,44.79,37.35,52.05,15.38,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
534,120,130,564,41.84,37.25,31.07,41.68,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
192,162,75,480,51.76,37.61,55.91,24.1,widget5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
548,133,128,534,53.53,52.29,74.94,14.33,widget4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
402,156,122.567045,320,45.43,9.9,68.18,25.7,widget5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
435,133,122.567045,689,54.76,40.3,22.76,46.75,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
251,163,134,493,55.88,21.79,58.45,22.64,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
456,196,89,504,60.35,29.8,32.7,51.67,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
306,150,159,489,32.09,48.35,37.06,50.85,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
360,140,88,345,52.22,38,54.78,22.71,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
421,127,130,601,48.94,44.26,42.81,62.66,widget6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
464,110,147,564,49.18,40.04,54.65,42.31,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,141,143,582,22.27,41.92,52.72,55.81,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
226,128,88,538,63.23,18.38,62.09,25.04,widget5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
191,105,151,542,40.36,72.45,51.83,46.63,widget7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
293,104,100,373,50.21,40.69,57.48,18.31,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
476,155,99,648,44.68,33.55,78,52.95,widget2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
431,117,127,751,80.49,76.21,64.53,21.87,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
120,123,66,471,77.57,22.69,44.66,31.63,widget5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
409,118,178,527,29.92,79.25,33.88,40.02,widget7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
401,154,130,506,46.64,74.4,72.98,54.73,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
530,124,108,686,58.08,58.74,29.53,55.85,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
613,128,122.567045,585,65.75,47.4,61.6,25.94,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
442,125,137,494,32.47,33.67,51.88,47.8,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
738,110,127,554,74.6,76.08,54.25,23.44,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
477,120,81,457,66.71,63.39,39.24,42.32,widget3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
269,106,173,461,49.01,74.19,47.46,52.07,widget7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
581,194,122.567045,553,48.52,26.06,70.83,37.56,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
433,128,122.567045,394,40.83,75,46.53,50.53,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
410,129,153,533,23.86,53.42,40.45,37.57,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
444,149,79,531,51.9,51.08,50.61,53.06,widget3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
345,121,104,579,62.74,43.48,58.32,16.95,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
397,141,147,650,36.94,66.53,47.17,46.98,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
237,155,112,462,38.67,25.02,54.56,26.91,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
341,132,173,478,26.78,76.79,38.94,51.05,widget7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
282,107,172,641,39.11,58.84,26.6,48.7,widget7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
131,112,87,245,88.54,8.91,78.42,28.64,widget5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
312,94,158,749,46.55,73.05,57.1,44.13,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
592,146,95,389,61.44,61.99,50.33,43.42,widget3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
608,146,90,396,50.15,51.01,21.4,61.09,widget3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
467,153,145,671,44.04,48.49,53.64,51.65,widget6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
314,165,89,249,64.89,45.67,59.6,23.34,widget5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
489,125,132,519,68.56,30.01,72.67,23.56,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
470,156,122.567045,581,31.2,60.78,41.91,42.1,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
319,173,90,598,66.58,14.55,58.51,38.31,widget5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
501,156,89,589,89.32,42.9,25.08,31.46,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
288,112,167,673,21.02,75.12,27.51,44.11,widget7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
451,137,114,711,55.16,66.98,63.22,15.29,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
578,128,110,705,71.99,50.67,61.47,15.54,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
391,194,122.567045,500,59.32,41.84,77.58,42.65,widget2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
420,143,151,542,28.32,49.29,38.99,43.67,widget7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
334,112,144,559,52.12,56.97,44.57,46.2,widget1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
369,196,105,533,80.46,33.15,52.06,40.35,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
383,135,157,693,22.02,60.03,19.78,56.9,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
278,196,126,503,64.19,44.22,50.34,35.33,widget2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
352,88,146,702,74.78,52.51,52.94,34.67,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
401,157,95,345,59.87,17.78,46.32,23.69,widget5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
655,152,80,615,67.34,34.22,33.47,34.88,widget3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
474,154,83,488,43.74,65.47,39.98,48.66,widget3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
463,124,149,529,51.11,48.82,28.15,50.23,widget1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
330,155,160,684,29.9,70.78,23.49,40.24,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
413,94,134,642,40.9,69.35,60.61,26.23,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
574,88,141,505,30.1,31.32,39.2,30.87,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
497,146,95,685,80.01,58.07,22.22,55.74,widget3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282,120,147,507,39.63,61.18,69.13,49.16,widget6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
437,128,137,612,32.64,50.83,64.11,50.37,widget6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
348,116,164,439,57.48,46.89,57.08,49.42,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
569,139,132,445,24.58,36.73,45.94,52.43,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
349,192,122.567045,657,46.97,52.77,41.24,43.76,widget3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,122,89,413,71.29,39.98,62.12,36.54,widget5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
581,159,133,582,26.07,73.79,56.37,46.8,widget6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
405,117,132,587,47.43,38.97,48.41,44.91,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
559,130,173,494,47.72,77.13,69.52,45,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
375,144,122.567045,755,29.86,63.04,48.82,47.74,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
518,142,144,733,43.89,63.13,30.09,40.4,widget1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463,117,96,718,83.43,48.81,63.07,17.69,widget4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
296,114,192,557,19.65,71.79,26.77,41.6,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
478,105,142,454,56.6,54.64,38.35,34.15,widget7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
518,50,146,697,48.5,33.97,34.84,49.01,widget1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
537,133,163,426,30.32,55.51,45.42,37.88,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
642,151,74,571,58.5,51.93,26.11,37.46,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
361,182,91,469,57.4,42.45,79.16,29.87,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
391,178,110,570,47.54,36.1,62.11,38.69,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
200,113,122.567045,414,45.23,51.96,10.8,54.05,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
465,131,147,536,51.58,59.87,51.33,43.74,widget6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
249,104,128,507,19.75,53,52.94,51.26,widget7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
369,162,100,471,60.24,71.88,16.13,35.22,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
509,93,126,620,96.57,62.24,54.11,26.09,widget4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
70,155,141,678,47.26,82.35,42.97,41.42,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
569,218,121,498,65.1,53.56,62.69,54.28,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
415,113,89,529,57.46,52.5,43.92,54.64,widget3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381,204,126,573,84.34,26.97,60.03,42.83,widget2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
364,151,108,579,43.74,29.63,47.44,36.81,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
221,125,88,536,60.66,35.37,59.67,25.15,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
265,146,102,406,55.53,14.36,55.11,29.14,widget5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
368,92,122.567045,474,55.89,82.29,34.51,56.41,widget7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
308,150,118,579,50.72,51.4,43.16,59.41,widget6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
586,140,80,370,50.63,61.86,46.48,38.23,widget3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
362,119,132,542,64.01,49.74,53.68,52.76,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
502,126,83,427,65.4,49.27,70.99,25.59,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
425,111,127,738,42.88,47.8,45.93,39.41,widget1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
422,222,84,553,73.66,25.44,59.7,46.26,widget2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
349,189,98,524,50.02,30.86,51.3,30.96,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
375,109,177,622,44.59,56.1,47.9,42.68,widget7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
539,110,168,682,53.02,75.41,39.68,45.77,widget7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
638,110,100,616,69.51,55.59,60.99,23.29,widget4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,195,104,606,61.13,24.68,72.29,39.72,widget2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
485,145,124,537,57.36,33.21,61.51,16.71,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
617,128,166,466,47.95,37.25,43.63,39.11,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
465,211,96,590,68.24,34.91,70.11,45.28,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
491,92,99,750,73.78,66.79,66.44,30.53,widget4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
301,103,161,546,38.5,26.19,57.96,37.59,widget1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
433,117,96,678,81.26,32.5,37.83,42.47,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
647,165,110,496,63.5,36.15,31.43,39.09,widget3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
651,140,118,598,54.61,67.86,20.51,49.38,widget3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
420,158,131,592,56.13,53.12,81.13,31.25,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
493,168,92,448,37.02,26.18,52.11,29.2,widget5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
404,138,81,391,51.9,23.53,74.68,14.91,widget5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
629,191,122.567045,574,68.31,62,27.37,47.58,widget3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
307,127,143,706,46.05,55.56,47.04,46.55,widget7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
513,127,122,618,77.98,59.37,58.67,25.86,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
414,198,117,444,44.36,48.13,47.94,41.31,widget2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
390,126,97,474,45.7,39.68,72.57,28.57,widget5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
392,139,84,544,69.12,72.45,22.19,32.54,widget3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
569,165,84,694,52.73,39.18,36.99,41.82,widget3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
541,142,148,510,17.03,39.96,30.76,48.72,widget1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
411,75,124,662,51.3,56.58,42.14,55.57,widget1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
517,152,157,598,68.43,53.86,60.29,43.51,widget6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
663,132,104,511,39.75,45.17,57.55,45.65,widget3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
323,92,157,352,35.93,63.18,51.07,51.34,widget6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
376,149,110,390,82.55,45.22,67.96,24.31,widget2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
482,227,128,455,76.57,43.95,65.98,35.97,widget2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
412,133,157,502,36.9,81.13,28.61,53.82,widget7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
426,144,123,596,39.26,56.42,42.13,47.46,widget7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
641,134,122,489,81.19,61.07,75.97,20.75,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
596,129,87,524,52.92,57.47,41.31,30.57,widget3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
473,107,152,549,62.6,47.8,64.18,47.53,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
443,215,131,321,90.97,61.75,74.22,33.85,widget2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
379,125,149,588,34.29,36.12,18.4,41.79,widget1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
496,109,119,795,66.11,58.58,80.69,27.59,widget4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
264,172,139,693,60.03,58.11,42.51,58.49,widget6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
440,123,135,603,64.44,33.74,84.65,20,widget4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
297,158,97,305,56.34,24.77,66.15,28.54,widget5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
489,107,140,523,28.43,27.72,18.57,43.57,widget1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
